sample_id,latitude,longitude,state,district,soil_type,sample_date,pH,N_kg_ha,P_kg_ha,K_kg_ha,Organic_Carbon_pct,Bulk_Density_g_cm3,Moisture_pct,Texture_Sand_pct,Texture_Silt_pct,Texture_Clay_pct,CEC_cmol_kg,EC_dS_m,S2_B2,S2_B3,S2_B4,S2_B8,S2_B11,S2_B12,S2_NDVI,S2_SAVI,S2_BSI
720,25.288,83.0537,Uttar Pradesh,Varanasi,alluvial,2022-11-15,7.03,203.8,14.78,473.7,0.65,1.43,25.5,57.0,26.8,16.2,11.11,0.37,0.0496,0.0825,0.0977,0.1689,0.1236,0.0565,0.2671,0.1393,-0.0587
721,22.7805,75.7781,Madhya Pradesh,Indore,black,2023-11-12,8.3,213.1,9.29,511.7,0.58,1.41,42.0,17.5,23.2,59.3,34.05,0.49,0.0399,0.0594,0.086,0.0886,0.0341,0.01,0.0149,0.0058,-0.168
722,22.8021,75.8263,Madhya Pradesh,Indore,black,2024-05-18,7.15,179.5,11.96,600.9,0.75,1.47,48.0,24.8,16.4,58.8,28.59,0.52,0.0309,0.0554,0.0763,0.0671,0.0121,0.01,-0.0642,-0.0214,-0.2493
723,22.7745,75.8095,Madhya Pradesh,Indore,black,2025-11-24,7.01,259.9,11.3,354.9,0.73,1.49,40.9,15.5,16.0,68.5,36.35,0.29,0.0418,0.0581,0.0784,0.0913,0.0306,0.01,0.076,0.0289,-0.2223
724,22.6229,75.9261,Madhya Pradesh,Indore,black,2022-05-04,7.31,226.1,5.96,552.7,0.46,1.63,40.6,24.8,10.6,64.6,28.84,0.37,0.0324,0.0625,0.0902,0.1041,0.0565,0.01,0.0715,0.03,-0.1131
725,22.7512,75.8543,Madhya Pradesh,Indore,black,2023-11-14,7.34,172.3,5.3,395.9,0.73,1.46,50.0,17.9,17.3,64.8,36.24,0.31,0.029,0.0486,0.0643,0.0535,0.01,0.01,-0.0917,-0.0262,-0.2849
726,22.7293,75.7817,Madhya Pradesh,Indore,black,2024-05-19,7.71,248.5,5.22,474.0,0.44,1.52,46.4,23.4,7.4,69.2,33.04,0.35,0.0286,0.0584,0.0763,0.072,0.0199,0.01,-0.029,-0.0099,-0.2248
727,22.793,75.858,Madhya Pradesh,Indore,black,2025-05-03,7.8,209.4,15.53,641.5,0.84,1.43,45.9,18.5,26.6,54.9,29.54,0.27,0.0346,0.0485,0.0698,0.078,0.0185,0.01,0.0555,0.019,-0.283
728,22.6843,75.8731,Madhya Pradesh,Indore,black,2022-12-28,7.26,202.6,8.28,409.0,0.46,1.5,49.3,22.1,17.5,60.4,36.0,0.26,0.0376,0.0603,0.0694,0.0789,0.01,0.01,0.0641,0.022,-0.3336
729,22.8186,75.7763,Madhya Pradesh,Indore,black,2023-04-14,7.39,198.6,9.18,548.1,0.4,1.55,50.1,26.3,11.4,62.3,35.16,0.54,0.0337,0.0567,0.0653,0.0638,0.01,0.01,-0.0116,-0.0036,-0.3126
730,22.7806,75.8574,Madhya Pradesh,Indore,black,2024-12-13,7.11,232.8,17.63,313.7,0.71,1.53,41.7,26.4,19.3,54.4,30.0,0.27,0.0432,0.0605,0.0645,0.1037,0.0385,0.01,0.2331,0.088,-0.2815
731,22.757,75.9206,Madhya Pradesh,Indore,black,2025-11-17,7.33,243.9,16.56,497.3,0.4,1.45,47.3,29.9,22.1,47.9,25.0,0.32,0.0396,0.0591,0.0743,0.0792,0.0113,0.01,0.0319,0.0112,-0.3007
732,22.6558,75.8541,Madhya Pradesh,Indore,black,2022-04-10,8.36,231.7,7.14,550.3,0.67,1.54,44.3,18.2,25.0,56.8,37.2,0.33,0.0334,0.0481,0.0744,0.0865,0.0285,0.01,0.0752,0.0275,-0.2361
733,22.6228,75.7985,Madhya Pradesh,Indore,black,2023-11-27,7.79,141.8,5.87,522.7,0.72,1.67,45.9,16.4,33.6,50.0,29.65,0.34,0.0367,0.0499,0.0743,0.0697,0.0139,0.01,-0.0319,-0.0107,-0.2585
734,22.6633,75.7957,Madhya Pradesh,Indore,black,2024-04-05,8.24,237.5,13.34,370.9,0.81,1.58,45.7,25.9,18.4,55.7,32.66,0.24,0.0395,0.0559,0.0707,0.082,0.0137,0.01,0.074,0.026,-0.3149
735,22.6536,75.9167,Madhya Pradesh,Indore,black,2025-05-03,7.74,237.1,15.49,605.0,0.76,1.6,45.2,26.5,13.8,59.7,30.64,0.39,0.0348,0.0574,0.0703,0.0776,0.0233,0.01,0.0494,0.0169,-0.2548
736,22.6805,75.912,Madhya Pradesh,Indore,black,2022-05-18,6.95,129.9,6.78,582.5,0.82,1.53,48.0,17.1,22.5,60.4,40.72,0.39,0.0292,0.0485,0.0598,0.0547,0.01,0.01,-0.0445,-0.0124,-0.3174
737,22.6755,75.7886,Madhya Pradesh,Indore,black,2023-12-18,7.36,242.2,12.87,374.9,0.58,1.45,44.8,25.6,10.1,64.3,29.14,0.45,0.0396,0.0476,0.0747,0.0732,0.0312,0.01,-0.0101,-0.0035,-0.1826
738,22.7048,75.8834,Madhya Pradesh,Indore,black,2024-05-13,7.86,251.2,16.26,599.4,0.6,1.63,41.1,18.8,18.9,62.4,29.78,0.34,0.0463,0.0648,0.0756,0.0915,0.0432,0.01,0.0952,0.0358,-0.1815
739,22.6226,75.8146,Madhya Pradesh,Indore,black,2025-11-21,7.18,176.4,9.27,618.9,0.57,1.67,42.7,29.9,1.7,68.3,38.28,0.4,0.0404,0.0575,0.0709,0.082,0.0352,0.01,0.0726,0.0255,-0.2085
740,22.7181,75.8547,Madhya Pradesh,Indore,black,2022-04-02,8.33,213.7,16.22,624.7,0.62,1.7,41.7,25.4,28.5,46.1,29.51,0.45,0.037,0.0632,0.0855,0.094,0.038,0.01,0.0474,0.0188,-0.1697
741,22.6828,75.9316,Madhya Pradesh,Indore,black,2023-11-28,8.16,151.1,15.84,341.8,0.57,1.53,49.8,25.7,14.0,60.3,27.49,0.48,0.0282,0.0536,0.0727,0.0686,0.01,0.01,-0.029,-0.0096,-0.2849
742,22.8081,75.8406,Madhya Pradesh,Indore,black,2024-04-03,7.38,241.5,16.77,505.4,0.49,1.68,51.2,15.3,24.4,60.4,35.34,0.41,0.0301,0.0523,0.0714,0.0674,0.01,0.01,-0.0288,-0.0094,-0.2885
743,22.8082,75.8222,Madhya Pradesh,Indore,black,2025-11-04,6.97,149.4,13.95,443.2,0.49,1.59,42.8,17.2,18.8,64.0,35.95,0.54,0.0465,0.0626,0.0879,0.0942,0.0295,0.01,0.0346,0.0139,-0.1948
744,22.7733,75.9177,Madhya Pradesh,Indore,black,2022-05-21,7.06,190.2,14.48,365.0,0.55,1.58,47.4,25.4,15.4,59.2,27.07,0.59,0.0293,0.0589,0.0801,0.084,0.0167,0.01,0.0238,0.0088,-0.2577
745,22.7612,75.7956,Madhya Pradesh,Indore,black,2023-05-19,7.85,241.9,7.48,564.5,0.57,1.44,41.4,25.9,27.1,47.0,30.59,0.22,0.0374,0.0547,0.0849,0.0998,0.0426,0.01,0.0807,0.0326,-0.1702
746,22.7484,75.8499,Madhya Pradesh,Indore,black,2024-05-02,7.33,150.8,8.44,471.5,0.54,1.57,51.2,17.8,31.5,50.6,30.25,0.34,0.0355,0.0572,0.0742,0.0622,0.01,0.01,-0.088,-0.0283,-0.2562
747,22.7303,75.9086,Madhya Pradesh,Indore,black,2025-11-03,7.49,269.8,13.87,401.0,0.83,1.5,49.5,17.3,23.0,59.6,35.93,0.59,0.0295,0.0514,0.0566,0.067,0.01,0.01,0.0841,0.025,-0.3764
748,22.7517,75.9403,Madhya Pradesh,Indore,black,2022-11-23,7.65,255.0,11.18,463.5,0.63,1.5,42.3,18.3,31.5,50.3,29.77,0.43,0.0347,0.0612,0.0777,0.0839,0.0384,0.01,0.0384,0.0141,-0.1707
749,22.7704,75.8478,Madhya Pradesh,Indore,black,2023-12-19,7.42,189.9,7.43,425.3,0.45,1.45,39.9,28.5,17.5,54.0,33.93,0.42,0.0481,0.0655,0.0893,0.1019,0.0488,0.01,0.0659,0.0273,-0.1369
750,22.7726,75.9402,Madhya Pradesh,Indore,black,2024-04-14,7.43,162.9,13.82,405.1,0.66,1.69,52.0,21.0,23.1,55.9,29.21,0.55,0.0366,0.0568,0.0606,0.0605,0.01,0.01,-0.0008,-0.0002,-0.3311
751,22.7336,75.7879,Madhya Pradesh,Indore,black,2025-11-26,7.13,149.7,12.76,544.2,0.59,1.56,47.3,23.7,24.6,51.7,26.53,0.58,0.0318,0.0481,0.0652,0.0764,0.0119,0.01,0.0791,0.0262,-0.3396
752,22.6361,75.8072,Madhya Pradesh,Indore,black,2022-05-14,7.52,242.8,5.01,351.6,0.83,1.66,53.9,19.6,11.1,69.3,33.6,0.32,0.0321,0.0444,0.0607,0.0457,0.01,0.01,-0.141,-0.0371,-0.28
753,22.7537,75.9263,Madhya Pradesh,Indore,black,2023-05-25,7.63,176.1,11.12,540.4,0.44,1.61,49.8,25.3,23.6,51.1,26.04,0.57,0.0338,0.0505,0.0726,0.0625,0.01,0.01,-0.0748,-0.0239,-0.2661
754,22.6894,75.894,Madhya Pradesh,Indore,black,2024-04-08,7.33,186.0,13.77,605.4,0.81,1.58,54.7,19.8,25.5,54.7,28.68,0.41,0.0303,0.0383,0.0547,0.0487,0.01,0.01,-0.058,-0.0149,-0.3309
755,22.6288,75.8204,Madhya Pradesh,Indore,black,2025-04-11,6.84,200.0,10.18,327.0,0.8,1.47,44.9,18.5,32.0,49.5,29.86,0.4,0.0407,0.0579,0.0627,0.0827,0.0216,0.01,0.1376,0.0465,-0.3174
756,22.6413,75.9212,Madhya Pradesh,Indore,black,2022-11-22,7.61,219.7,17.42,362.8,0.57,1.52,42.6,17.3,33.2,49.5,25.0,0.41,0.0404,0.064,0.0815,0.0875,0.0397,0.01,0.0355,0.0135,-0.1604
757,22.7045,75.7709,Madhya Pradesh,Indore,black,2023-12-09,7.05,151.2,13.92,304.1,0.73,1.6,52.8,21.1,17.5,61.4,34.44,0.47,0.0319,0.0447,0.0605,0.0551,0.01,0.01,-0.0467,-0.0132,-0.3142
758,22.7048,75.9119,Madhya Pradesh,Indore,black,2024-04-05,8.02,198.9,15.97,640.1,0.73,1.43,52.8,27.1,25.0,47.9,29.96,0.27,0.0216,0.0431,0.0632,0.0547,0.01,0.01,-0.0721,-0.0206,-0.2958
759,22.7121,75.77,Madhya Pradesh,Indore,black,2025-11-09,7.84,194.5,10.65,462.7,0.4,1.41,42.6,25.6,5.7,68.7,41.78,0.55,0.0446,0.0627,0.0921,0.1008,0.0419,0.01,0.0451,0.0188,-0.1487
760,22.7664,75.8663,Madhya Pradesh,Indore,black,2022-12-08,7.32,163.9,10.81,404.2,0.59,1.41,39.5,26.5,11.6,61.9,32.77,0.24,0.041,0.0606,0.0777,0.1064,0.0465,0.01,0.1559,0.0629,-0.2003
761,22.8065,75.9241,Madhya Pradesh,Indore,black,2023-12-02,8.24,193.0,10.95,516.0,0.48,1.68,40.3,16.9,24.7,58.4,29.63,0.56,0.0374,0.0727,0.081,0.1037,0.0524,0.01,0.1229,0.0497,-0.1586
762,22.7045,75.7645,Madhya Pradesh,Indore,black,2024-11-24,8.24,211.7,17.74,327.6,0.43,1.68,52.1,17.2,28.5,54.3,27.95,0.5,0.0391,0.0461,0.0769,0.0574,0.01,0.01,-0.1452,-0.0461,-0.2251
763,22.7798,75.8348,Madhya Pradesh,Indore,black,2025-12-07,7.15,144.5,8.94,479.9,0.69,1.66,47.2,27.6,5.4,67.1,33.47,0.3,0.039,0.0495,0.0661,0.0723,0.01,0.01,0.0448,0.0146,-0.3336
764,22.6237,75.8429,Madhya Pradesh,Indore,black,2022-05-09,7.86,167.6,16.83,537.4,0.74,1.48,51.8,26.2,17.9,55.9,33.0,0.36,0.0285,0.0512,0.0637,0.0504,0.01,0.01,-0.1166,-0.0325,-0.2778
765,22.7376,75.887,Madhya Pradesh,Indore,black,2023-11-18,6.92,156.5,5.83,400.7,0.52,1.61,43.4,29.6,10.4,60.0,30.3,0.53,0.0394,0.0666,0.0859,0.096,0.0299,0.01,0.0555,0.0222,-0.2063
766,22.6711,75.7665,Madhya Pradesh,Indore,black,2024-04-21,7.55,174.5,14.65,373.7,0.58,1.61,45.0,15.2,16.6,68.2,36.44,0.47,0.0347,0.0576,0.0783,0.0714,0.0232,0.01,-0.0461,-0.0159,-0.1973
767,22.7449,75.873,Madhya Pradesh,Indore,black,2025-12-25,7.33,200.5,10.87,463.6,0.62,1.45,51.9,16.2,14.1,69.6,41.71,0.43,0.0311,0.0552,0.0671,0.0622,0.01,0.01,-0.0379,-0.0117,-0.2969
768,22.8184,75.8741,Madhya Pradesh,Indore,black,2022-05-28,8.3,156.7,12.89,597.4,0.41,1.43,46.3,23.3,7.3,69.3,31.31,0.29,0.0473,0.0652,0.0728,0.08,0.0169,0.01,0.0471,0.0165,-0.2815
769,22.797,75.952,Madhya Pradesh,Indore,black,2023-11-17,8.03,181.3,12.79,411.8,0.47,1.51,44.8,26.0,9.5,64.4,33.45,0.24,0.0428,0.0549,0.0791,0.0764,0.033,0.01,-0.0174,-0.0062,-0.165
770,22.6868,75.8528,Madhya Pradesh,Indore,black,2024-05-22,8.11,191.9,17.01,362.2,0.64,1.49,46.5,27.9,17.3,54.8,29.99,0.41,0.0366,0.0529,0.0783,0.0628,0.0161,0.01,-0.1099,-0.0363,-0.204
771,22.7664,75.9491,Madhya Pradesh,Indore,black,2025-11-20,7.79,187.3,6.8,517.0,0.81,1.7,55.3,24.8,20.6,54.6,32.82,0.44,0.0261,0.0512,0.0523,0.0454,0.01,0.01,-0.0706,-0.0173,-0.3362
772,22.6523,75.8338,Madhya Pradesh,Indore,black,2022-05-06,8.01,176.8,13.5,493.2,0.51,1.66,39.8,22.1,18.7,59.2,37.12,0.54,0.0395,0.0606,0.0911,0.1068,0.0424,0.01,0.0793,0.0337,-0.1664
773,22.6554,75.8523,Madhya Pradesh,Indore,black,2023-04-26,6.92,136.3,10.97,539.3,0.61,1.53,41.4,18.0,19.2,62.8,35.54,0.3,0.0415,0.0636,0.0758,0.0811,0.0424,0.01,0.0338,0.0121,-0.1536
774,22.7924,75.7741,Madhya Pradesh,Indore,black,2024-12-09,8.31,192.2,5.42,536.9,0.67,1.66,41.3,28.8,17.9,53.3,25.0,0.6,0.0297,0.0455,0.0836,0.0969,0.0387,0.01,0.0737,0.0293,-0.1825
775,22.765,75.768,Madhya Pradesh,Indore,black,2025-12-23,7.91,268.4,15.76,320.9,0.8,1.64,49.8,25.7,15.8,58.4,32.39,0.53,0.0353,0.0563,0.0573,0.0616,0.01,0.01,0.0362,0.0104,-0.3557
776,22.7513,75.7884,Madhya Pradesh,Indore,black,2022-05-26,8.11,144.4,12.54,577.1,0.82,1.62,53.1,21.6,17.7,60.7,38.01,0.35,0.0282,0.0472,0.059,0.0523,0.01,0.01,-0.0602,-0.0164,-0.3145
777,22.7101,75.8116,Madhya Pradesh,Indore,black,2023-11-20,7.94,190.7,14.84,419.9,0.62,1.61,49.0,20.0,28.4,51.6,31.81,0.33,0.0329,0.0469,0.0701,0.0629,0.0121,0.01,-0.0541,-0.0171,-0.2697
778,22.7626,75.8947,Madhya Pradesh,Indore,black,2024-05-24,7.76,244.2,8.99,550.5,0.42,1.57,37.2,22.8,28.7,48.5,28.58,0.32,0.0428,0.0661,0.0949,0.1165,0.0641,0.0201,0.1022,0.0455,-0.1055
779,22.7217,75.934,Madhya Pradesh,Indore,black,2025-12-16,7.19,165.1,12.58,351.9,0.76,1.4,52.3,24.1,27.7,48.2,31.84,0.35,0.0264,0.0462,0.0647,0.0449,0.01,0.01,-0.1807,-0.0487,-0.2515
780,22.6551,75.9394,Madhya Pradesh,Indore,black,2022-04-22,7.34,246.5,16.25,469.8,0.68,1.45,40.9,20.2,30.6,49.3,26.61,0.41,0.0433,0.054,0.0818,0.1019,0.0461,0.01,0.1094,0.0441,-0.1743
781,22.8013,75.928,Madhya Pradesh,Indore,black,2023-05-24,8.0,169.1,13.45,424.8,0.83,1.54,43.3,19.6,26.8,53.6,34.49,0.57,0.0346,0.0507,0.0788,0.0808,0.0228,0.01,0.0125,0.0045,-0.2256
782,22.6312,75.8733,Madhya Pradesh,Indore,black,2024-05-08,7.0,170.8,11.95,559.4,0.49,1.66,40.0,21.0,17.4,61.6,33.97,0.59,0.0391,0.0598,0.0789,0.1018,0.0489,0.01,0.1267,0.0505,-0.1744
783,22.658,75.9261,Madhya Pradesh,Indore,black,2025-04-05,7.93,159.7,5.52,513.2,0.52,1.57,48.9,25.3,11.2,63.5,33.72,0.24,0.0406,0.0563,0.0706,0.0684,0.01,0.01,-0.0158,-0.0052,-0.2961
784,22.6433,75.7767,Madhya Pradesh,Indore,black,2022-05-04,7.57,208.0,15.16,411.6,0.64,1.59,46.9,18.4,35.1,46.5,26.83,0.28,0.0361,0.0508,0.0659,0.0672,0.018,0.01,0.0098,0.0031,-0.2739
785,22.7429,75.8513,Madhya Pradesh,Indore,black,2023-04-09,8.16,208.2,16.52,572.1,0.64,1.46,47.1,22.3,27.3,50.4,25.0,0.52,0.0388,0.0532,0.0788,0.0716,0.0184,0.01,-0.0479,-0.0166,-0.2186
786,22.7323,75.8218,Madhya Pradesh,Indore,black,2024-12-04,7.62,199.7,8.9,603.5,0.74,1.47,42.7,22.4,17.6,60.0,39.8,0.31,0.034,0.0585,0.0761,0.0904,0.0321,0.01,0.0859,0.0322,-0.2233
787,22.7086,75.8876,Madhya Pradesh,Indore,black,2025-05-07,7.54,267.4,5.85,451.2,0.84,1.49,46.5,22.3,9.0,68.6,33.33,0.57,0.0456,0.0564,0.0709,0.0734,0.0191,0.01,0.0173,0.0058,-0.2605
788,22.6513,75.9133,Madhya Pradesh,Indore,black,2022-05-28,7.65,173.7,8.9,513.3,0.75,1.57,48.4,18.2,17.7,64.1,30.1,0.26,0.0331,0.048,0.0656,0.0511,0.01,0.01,-0.1242,-0.0353,-0.2685
789,22.7869,75.8342,Madhya Pradesh,Indore,black,2023-11-11,7.8,190.1,14.44,380.1,0.47,1.48,46.3,19.9,18.6,61.6,32.04,0.57,0.0467,0.0582,0.0715,0.0796,0.0132,0.01,0.0536,0.0187,-0.3066
790,22.648,75.8514,Madhya Pradesh,Indore,black,2024-11-01,8.0,207.3,17.22,319.4,0.73,1.52,45.2,19.7,14.5,65.7,29.28,0.46,0.0372,0.0584,0.0675,0.0794,0.0138,0.01,0.081,0.0276,-0.3245
791,22.7435,75.848,Madhya Pradesh,Indore,black,2025-11-04,6.88,245.8,9.97,495.3,0.77,1.62,43.1,24.9,25.0,50.1,28.03,0.52,0.0394,0.0577,0.0736,0.0889,0.0381,0.01,0.0942,0.0346,-0.2038
792,22.67,75.9574,Madhya Pradesh,Indore,black,2022-12-02,8.34,205.6,15.16,436.5,0.43,1.69,51.0,25.8,25.1,49.0,31.44,0.48,0.0366,0.0484,0.0674,0.063,0.01,0.01,-0.0337,-0.0105,-0.2976
793,22.6504,75.7901,Madhya Pradesh,Indore,black,2023-11-19,7.08,250.8,14.75,413.6,0.45,1.63,43.8,19.1,19.9,61.0,27.94,0.37,0.0392,0.0585,0.0781,0.0914,0.0238,0.01,0.0785,0.0298,-0.2543
794,22.7772,75.9023,Madhya Pradesh,Indore,black,2024-11-28,7.29,229.9,8.79,307.6,0.49,1.63,45.7,18.7,34.1,47.2,26.37,0.23,0.0349,0.0609,0.07,0.085,0.0253,0.01,0.0968,0.0344,-0.2678
795,22.8065,75.7881,Madhya Pradesh,Indore,black,2025-12-14,7.23,170.9,7.59,640.0,0.56,1.48,42.5,26.2,9.5,64.3,33.04,0.44,0.0352,0.0615,0.0744,0.0924,0.0406,0.01,0.1079,0.0405,-0.1997
796,22.778,75.8584,Madhya Pradesh,Indore,black,2022-11-21,7.65,252.5,10.68,311.2,0.58,1.55,46.8,15.7,27.1,57.2,25.38,0.52,0.0367,0.0501,0.0765,0.0756,0.01,0.01,-0.0059,-0.0021,-0.2854
797,22.6582,75.7746,Madhya Pradesh,Indore,black,2023-12-27,7.15,140.4,16.07,500.9,0.43,1.54,45.0,16.4,36.7,46.9,25.73,0.46,0.0397,0.0658,0.0742,0.0693,0.0277,0.01,-0.0341,-0.0114,-0.1887
798,22.7065,75.7643,Madhya Pradesh,Indore,black,2024-11-01,7.0,215.3,9.42,484.7,0.52,1.61,49.5,28.2,15.5,56.3,32.58,0.53,0.0275,0.0491,0.0858,0.0658,0.01,0.01,-0.1319,-0.046,-0.207
799,22.7843,75.9451,Madhya Pradesh,Indore,black,2025-05-07,8.15,149.1,14.98,486.3,0.68,1.6,44.0,15.1,30.1,54.7,31.82,0.28,0.0263,0.0542,0.0721,0.0821,0.0267,0.01,0.0649,0.0229,-0.2426
800,22.666,75.8018,Madhya Pradesh,Indore,black,2022-11-06,8.12,213.1,12.02,634.1,0.75,1.5,39.4,17.7,32.1,50.2,32.04,0.33,0.0381,0.052,0.0802,0.0902,0.0365,0.01,0.0587,0.0224,-0.1865
801,22.7688,75.908,Madhya Pradesh,Indore,black,2023-12-02,7.09,176.0,10.72,592.0,0.59,1.51,41.5,29.0,19.2,51.8,33.45,0.38,0.0429,0.0603,0.0738,0.0937,0.0394,0.01,0.1188,0.0447,-0.2109
802,22.6441,75.8578,Madhya Pradesh,Indore,black,2024-11-24,7.02,239.5,16.87,553.6,0.6,1.44,44.4,18.1,26.9,55.0,26.53,0.5,0.0344,0.0604,0.0833,0.0824,0.0303,0.01,-0.0054,-0.002,-0.1768
803,22.8123,75.78,Madhya Pradesh,Indore,black,2025-11-10,7.55,201.7,17.28,305.7,0.85,1.51,41.5,18.2,26.5,55.4,32.04,0.37,0.0395,0.0502,0.0739,0.0889,0.0415,0.01,0.0921,0.0339,-0.1882
804,22.7495,75.8247,Madhya Pradesh,Indore,black,2022-05-28,6.97,269.4,10.07,465.0,0.78,1.69,44.5,27.7,16.4,55.9,33.64,0.31,0.0386,0.0518,0.0702,0.0809,0.0193,0.01,0.0708,0.0247,-0.2851
805,22.703,75.7915,Madhya Pradesh,Indore,black,2023-05-06,8.04,221.1,15.43,603.2,0.51,1.6,40.8,16.9,24.0,59.1,26.48,0.35,0.0412,0.0635,0.0834,0.104,0.0498,0.01,0.1099,0.045,-0.1602
806,22.8018,75.813,Madhya Pradesh,Indore,black,2024-11-01,8.15,155.4,7.11,474.1,0.82,1.49,54.5,26.1,4.7,69.1,32.63,0.45,0.0331,0.0373,0.0605,0.0475,0.01,0.01,-0.1204,-0.0321,-0.2879
807,22.623,75.9394,Madhya Pradesh,Indore,black,2025-04-14,8.22,250.9,9.9,509.5,0.75,1.56,39.8,28.3,18.4,53.3,25.0,0.26,0.0365,0.0545,0.0845,0.0967,0.0406,0.01,0.0673,0.0269,-0.171
808,22.8006,75.7856,Madhya Pradesh,Indore,black,2022-11-20,7.64,250.8,12.84,522.9,0.84,1.49,54.9,22.1,30.1,47.8,25.0,0.39,0.0316,0.0415,0.0621,0.0451,0.01,0.01,-0.1586,-0.042,-0.2688
809,22.7635,75.8165,Madhya Pradesh,Indore,black,2023-04-08,7.05,207.9,15.47,349.9,0.7,1.6,51.3,22.4,30.2,47.4,27.37,0.5,0.0294,0.0508,0.0514,0.0701,0.01,0.01,0.1539,0.0451,-0.4194
810,22.7044,75.8922,Madhya Pradesh,Indore,black,2024-04-24,7.9,259.0,12.5,609.3,0.5,1.63,42.4,24.9,25.5,49.6,27.53,0.25,0.0466,0.0727,0.0856,0.0999,0.039,0.01,0.0771,0.0313,-0.1816
811,22.7168,75.8288,Madhya Pradesh,Indore,black,2025-12-15,7.05,155.3,15.33,356.7,0.81,1.5,42.9,15.7,29.7,54.6,25.51,0.43,0.0335,0.0497,0.0683,0.0789,0.0295,0.01,0.072,0.0246,-0.238
812,22.7944,75.9144,Madhya Pradesh,Indore,black,2022-12-22,7.81,235.2,9.39,648.8,0.85,1.46,47.2,18.9,24.7,56.3,32.59,0.34,0.0336,0.0487,0.066,0.0672,0.0269,0.01,0.009,0.0028,-0.2262
813,22.6441,75.9025,Madhya Pradesh,Indore,black,2023-05-28,7.55,231.5,12.06,333.1,0.44,1.69,42.7,26.4,7.1,66.4,28.7,0.53,0.0357,0.064,0.0808,0.0904,0.0298,0.01,0.0561,0.0215,-0.2128
814,22.7561,75.9152,Madhya Pradesh,Indore,black,2024-05-24,8.35,259.3,15.66,610.0,0.56,1.55,52.8,23.3,20.4,56.3,27.01,0.26,0.0292,0.0537,0.0701,0.0604,0.01,0.01,-0.0743,-0.0231,-0.2735
815,22.6517,75.8961,Madhya Pradesh,Indore,black,2025-05-27,6.92,202.9,12.01,542.8,0.74,1.7,48.6,26.7,15.2,58.1,33.18,0.27,0.0365,0.0476,0.0627,0.0753,0.01,0.01,0.0913,0.0296,-0.3623
816,22.7043,75.8553,Madhya Pradesh,Indore,black,2022-11-05,7.14,189.5,17.6,440.3,0.82,1.52,56.1,23.1,14.0,62.9,29.13,0.41,0.0235,0.0354,0.0524,0.0378,0.01,0.01,-0.1619,-0.0371,-0.3074
817,22.7162,75.7921,Madhya Pradesh,Indore,black,2023-05-13,7.17,221.8,12.72,323.4,0.72,1.63,50.1,16.1,31.4,52.5,32.66,0.26,0.0238,0.0427,0.0678,0.064,0.01,0.01,-0.0288,-0.009,-0.2985
818,22.8089,75.7904,Madhya Pradesh,Indore,black,2024-12-05,6.96,245.7,8.59,612.4,0.75,1.44,43.1,20.9,18.0,61.2,40.71,0.5,0.0318,0.0535,0.0771,0.0914,0.0272,0.01,0.0849,0.0321,-0.2434
819,22.7686,75.8509,Madhya Pradesh,Indore,black,2025-04-25,7.01,171.7,11.12,531.1,0.7,1.49,41.9,15.2,20.8,64.0,37.35,0.25,0.0391,0.0525,0.0729,0.0981,0.0397,0.01,0.1474,0.0563,-0.2253
820,22.7789,75.9117,Madhya Pradesh,Indore,black,2022-05-17,8.17,183.3,11.06,504.7,0.81,1.66,55.4,19.1,27.4,53.5,26.04,0.48,0.0218,0.0433,0.0617,0.0389,0.01,0.01,-0.2266,-0.0569,-0.2476
821,22.793,75.816,Madhya Pradesh,Indore,black,2023-11-09,8.21,174.6,15.88,637.1,0.45,1.53,48.3,24.0,6.0,69.9,39.66,0.46,0.0458,0.0577,0.0779,0.0798,0.0106,0.01,0.012,0.0043,-0.2872
822,22.6732,75.9595,Madhya Pradesh,Indore,black,2024-12-18,6.88,177.8,11.31,505.0,0.69,1.47,42.8,25.0,21.8,53.2,32.61,0.37,0.0356,0.058,0.0693,0.0889,0.0381,0.01,0.1239,0.0447,-0.2226
823,22.8133,75.8077,Madhya Pradesh,Indore,black,2025-12-27,6.93,220.7,15.9,524.9,0.67,1.43,53.1,24.1,16.8,59.1,27.77,0.24,0.0387,0.0522,0.0598,0.0538,0.01,0.01,-0.0528,-0.0147,-0.3143
824,22.7538,75.7651,Madhya Pradesh,Indore,black,2022-05-01,7.74,244.1,17.22,584.6,0.58,1.59,51.5,20.2,16.2,63.6,35.01,0.51,0.0384,0.0433,0.07,0.057,0.01,0.01,-0.1024,-0.0311,-0.2627
825,22.6753,75.9167,Madhya Pradesh,Indore,black,2023-11-15,7.55,132.1,9.66,539.1,0.68,1.51,45.3,19.4,27.4,53.2,34.73,0.59,0.0453,0.06,0.0694,0.0731,0.0195,0.01,0.026,0.0086,-0.2653
826,22.72,75.7778,Madhya Pradesh,Indore,black,2024-11-20,8.15,206.4,14.63,563.7,0.71,1.63,42.3,26.5,12.6,60.9,36.03,0.27,0.039,0.063,0.0795,0.0961,0.0355,0.01,0.0945,0.0369,-0.2099
827,22.6604,75.9312,Madhya Pradesh,Indore,black,2025-12-12,8.24,170.0,10.28,517.6,0.64,1.59,44.7,29.5,5.4,65.1,29.91,0.5,0.0367,0.0619,0.0752,0.0865,0.0224,0.01,0.0699,0.0256,-0.2609
